Date,Open,High,Low,Close,Adj Close,Volume
2008-11-05,4.811666965484619,4.899167060852051,4.176667213439941,4.25,3.3917508125305176,229200.0
2008-11-06,4.150000095367432,4.197500228881836,3.552500009536743,3.5999999046325684,2.873011827468872,4332000.0
2008-11-07,3.7074999809265137,3.887500047683716,3.6116669178009033,3.8541669845581055,3.075852394104004,6978000.0
2008-11-10,4.150000095367432,4.1616668701171875,3.584167003631592,3.704166889190674,2.956143379211426,5785200.0
2008-11-11,3.5416669845581055,3.6875,3.2916669845581055,3.459167003631592,2.7606186866760254,11479200.0
2008-11-12,3.327500104904175,3.327500104904175,3.0174999237060547,3.074167013168335,2.45336651802063,13312800.0
2008-11-13,3.0516669750213623,3.5333330631256104,2.564167022705078,3.5183329582214355,2.8078365325927734,32067600.0
2008-11-14,3.2708330154418945,3.5833330154418945,3.0416669845581055,3.067500114440918,2.448045253753662,34303200.0
2008-11-17,2.956666946411133,3.170833110809326,2.8333330154418945,2.850832939147949,2.275132417678833,44524800.0
2008-11-18,2.836667060852051,2.994999885559082,2.5958330631256104,2.876667022705078,2.2957494258880615,61130400.0
2008-11-19,2.875,2.9708330631256104,2.3666670322418213,2.413332939147949,1.925982117652893,75193200.0
2008-11-20,2.324167013168335,2.497499942779541,1.8466670513153076,1.9966670274734497,1.593457818031311,137044800.0
2008-11-21,2.266666889190674,2.2699999809265137,1.8058329820632935,2.2225000858306885,1.773686170578003,124576800.0
2008-11-24,2.37166690826416,2.797499895095825,2.316667079925537,2.5975000858306885,2.072957992553711,98185200.0
2008-11-25,2.834167003631592,2.8458330631256104,2.5250000953674316,2.742500066757202,2.188676118850708,80054400.0
2008-11-26,2.5875000953674316,3.0450000762939453,2.5758330821990967,3.0283329486846924,2.416788101196289,61237200.0
2008-11-28,2.9916670322418213,3.125,2.9791669845581055,3.118333101272583,2.4886133670806885,21645600.0
2008-12-01,2.872499942779541,2.881666898727417,2.2816669940948486,2.308332920074463,1.8421857357025146,101854800.0
2008-12-02,2.423332929611206,2.5733330249786377,2.309999942779541,2.552500009536743,2.037045478820801,109262400.0
2008-12-03,2.3883330821990967,2.7866671085357666,2.3666670322418213,2.7441670894622803,2.190006971359253,136166400.0
2008-12-04,2.6458330154418945,2.8258330821990967,2.4033329486846924,2.5250000953674316,2.015098810195923,109459200.0
2008-12-05,2.4149999618530273,2.816667079925537,2.2833330631256104,2.7816669940948486,2.2199337482452393,167187600.0
2008-12-08,3.0333330631256104,3.206666946411133,2.9741671085357666,3.0916669368743896,2.467332601547241,142784400.0
2008-12-09,3.012500047683716,3.204166889190674,2.879167079925537,2.9175000190734863,2.3283371925354004,126266400.0
2008-12-10,3.0183329582214355,3.1191670894622803,2.8958330154418945,3.009166955947876,2.4014923572540283,125726400.0
2008-12-11,2.954166889190674,3.0975000858306885,2.7216670513153076,2.7866671085357666,2.2239246368408203,113610000.0
2008-12-12,2.543333053588867,2.884999990463257,2.516666889190674,2.860832929611206,2.2831130027770996,142026000.0
2008-12-15,2.9033329486846924,2.9166669845581055,2.6308329105377197,2.738332986831665,2.1853511333465576,91215600.0
2008-12-16,2.819166898727417,3.1575000286102295,2.810832977294922,3.1558330059051514,2.518540859222412,121978800.0
2008-12-17,3.050832986831665,3.2291669845581055,2.9841670989990234,3.075000047683716,2.458315372467041,118600800.0
2008-12-18,3.1191670894622803,3.1408329010009766,2.7966670989990234,2.9049999713897705,2.322409152984619,94359600.0
2008-12-19,2.942500114440918,3.0758330821990967,2.858333110809326,2.899167060852051,2.3177452087402344,97183200.0
2008-12-22,2.9100000858306885,2.9166669845581055,2.603332996368408,2.766666889190674,2.211817741394043,76341600.0
2008-12-23,2.798332929611206,2.8358330726623535,2.6483330726623535,2.6791670322418213,2.1418659687042236,68952000.0
2008-12-24,2.7133328914642334,2.7366669178009033,2.6566669940948486,2.7108330726623535,2.1671810150146484,17952000.0
